id,stem,options,answer,answer_detail,label_id,label_name,source,topic,question_no,question_page,answer_page,section,ocr_note,source_file
333,[例3] 如果用15N、32P、35S标记噬菌体后，让其侵染未标记的细菌，在产生的子代噬菌体的组成成分中，能够找到的带标记元素为(　　),"A.可在DNA中找到15N和32P
B.可在外壳中找到15N和35S
C.可在DNA中找到15N和32P、35S
D.可在外壳中找到15N",A,"答案　A
解析　15N在亲代噬菌体DNA和蛋白质中都有，32P只存在于亲代噬菌体DNA中，35S只存在于亲代噬菌体蛋白质中；噬菌体侵染细菌，蛋白质外壳没有进入细菌，其DNA进入细菌，以自身DNA为模板，利用细菌提供原料，所以可在子代噬菌体的DNA中找到15N和32P，A正确；由于利用细菌的原料合成蛋白质外壳，所以不能在外壳中找到15N和35S，B错误；由于蛋白质外壳没有进入细菌，且DNA中不含有S元素，所以不能在DNA中找到35S，C错误；由于利用细菌的原料合成蛋白质外壳，所以不能在外壳中找到15N，D错误.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
334,[例4] 某校生物研究性学习小组模拟赫尔希和蔡斯做了噬菌体侵染细菌的实验，实验过程如图所示，下列有关分析正确的是(　　),"A.理论上，b和c中不应具有放射性
B.实验中b含少量放射性与①过程中培养时间过长或过短有关
C.实验中c含有放射性与④过程中搅拌不充分有关
D.该实验证明了DNA是遗传物质，蛋白质不是遗传物质",A,"答案　A
解析　35S标记的是T2噬菌体的蛋白质外壳，32P标记的是T2噬菌体的DNA，所以离心后，理论上，b和c中不应具有放射性，A正确； 35S标记的是T2噬菌体的蛋白质外壳，T2噬菌体侵染细菌时，蛋白质外壳留在外面，经搅拌后与细菌分开，所以若b中含有放射性，说明搅拌不充分，B错误；实验中c含有放射性与④过程中培养时间过长或过短有关，C错误；该实验只证明了DNA是遗传物质，没有证明蛋白质不是遗传物质，D错误.
探究点三　DNA是主要的遗传物质
分析回答下列有关遗传物质种类的问题:
(1)人、T2噬菌体及大肠杆菌的遗传物质分别是什么？
提示　DNA、DNA、DNA.
(2)如图所示的生物，其遗传物质的种类是什么？
提示　三种生物都属于RNA病毒，遗传物质是RNA.
不同生物的遗传物质
生物类型
细胞生物
非细胞生物
真核生物
原核生物
多数病毒
少数病毒
核酸种类
DNA和RNA
DNA
RNA
遗传物质
DNA
DNA
RNA
结果
绝大多数生物的遗传物质是DNA，只有少部分病毒的遗传物质是RNA
结论
DNA是主要的遗传物质
但一种生物的遗传物质是唯一的，对某种生物不能说“主要遗传物质”.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
335,[例5] 下列关于生物遗传物质的说法，正确的是(　　),"A.同时含有DNA和RNA的生物的遗传物质是DNA
B.DNA是主要的遗传物质是指一种生物的遗传物质主要是DNA
C.真核生物的遗传物质都是DNA，病毒的遗传物质都是RNA
D.肺炎链球菌体外转化实验和噬菌体侵染细菌实验证明了DNA是主要的遗传物质",A,"答案　A
解析　同时含有DNA和RNA的生物的遗传物质是DNA，A正确；DNA是主要的遗传物质是指绝大多数生物的遗传物质是DNA，B错误；真核生物的遗传物质都是DNA，RNA病毒的遗传物质是RNA，而DNA病毒的遗传物质是DNA，C错误；肺炎链球菌体外转化实验和噬菌体侵染细菌实验证明了DNA是遗传物质，但没有证明DNA是主要的遗传物质，D错误.
思维导图
晨读必背",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
336,1.下列能作为DNA是遗传物质直接证据的是(　　),"A.不同种生物的DNA含有的碱基数目不同
B.同种生物的不同细胞中，DNA的结构和含量保持一致
C.加热致死的S型细菌能将R型活细菌转化为S型活细菌
D.赫尔希和蔡斯利用同位素标记技术进行噬菌体侵染细菌的实验",D,"答案　D
解析　不同种生物的DNA含有的碱基数目不同，同种生物的不同细胞中，DNA的结构和含量保持一致，不能证明DNA是生物体的遗传物质，A、B不符合题意；加热致死的S型细菌能将R型活细菌转化为S型活细菌，只能证明加热致死的S型细菌中含有能将R型活细菌转化为S型活细菌的物质，不能证明DNA是生物体的遗传物质，C不符合题意；赫尔希和蔡斯利用同位素32P、35S分别标记噬菌体的DNA、蛋白质，通过噬菌体侵染细菌的实验，证明了DNA是遗传物质，D符合题意.",12,12,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
337,2.噬菌体侵染细菌繁殖形成的子代噬菌体(　　),"A.含有细菌的氨基酸，都不含亲代噬菌体的核苷酸
B.含有细菌的核苷酸，都不含亲代噬菌体的氨基酸
C.含有亲代噬菌体的核苷酸，不含细菌的氨基酸
D.含有亲代噬菌体的氨基酸，不含细菌的核苷酸",B,"答案　B
解析　噬菌体侵染细菌的过程中，只有DNA能进入细菌，所以指导蛋白质合成的DNA来自噬菌体，其他原料包括氨基酸和酶等均由细菌提供.因此繁殖形成的子代噬菌体含有细菌的核苷酸，都不含亲代噬菌体的氨基酸，B正确.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
338,"3.格里菲思以小鼠为实验材料做了如下实验，下列关于此实验的分析，错误的是(　　)
项目
第一组
第二组
第三组
第四组
实验
处理
注射R
型活细菌
注射S型活细菌
注射加热后杀死的S型细菌
注射R型活细菌与加热杀死的S型细菌混合液
实验
结果
小鼠不死亡
小鼠死亡，从小鼠体内分离出S型活细菌
小鼠不死亡
小鼠死亡，从小鼠体内分离出S型活细菌","A.对实验结果的分析，四组实验必须相互对照
B.实验说明活R型肺炎链球菌发生了某种类型的转化
C.该实验结论为“DNA是使R型活细菌转化为S型细菌的转化因子”
D.获得该实验结论的关键步骤是第四组小鼠死亡并分离出S型活细菌",C,"答案　C
解析　四组实验必须相互对照；实验说明活R型肺炎链球菌发生了某种类型的转化；该实验结论为加热杀死的S型细菌必然含有某种促使R型活细菌转化的“转化因子”；获得该实验结论的关键步骤是第四组实验结果，即小鼠死亡并分离出S型活细菌.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
339,4.如图表示科研人员探究“烟草花叶病毒(TMV)遗传物质”的实验过程，由此可以判断(　　),"A.水和苯酚的作用是分离病毒的蛋白质和RNA
B.TMV的蛋白质不能进入烟草细胞中
C.侵入烟草细胞的RNA转化成了DNA
D.RNA是TMV的主要遗传物质",A,"答案　A
解析　由图分析可知，TMV放在水和苯酚中振荡后，得到了RNA和蛋白质，可见水和苯酚有分离病毒成分的作用，A正确；由图不能得出蛋白质是否能进入烟草细胞，B错误；由图不能体现侵入烟草细胞的RNA转化成了DNA，C错误；该实验可以证明RNA是TMV的遗传物质，但无法证明是主要的遗传物质，D错误.
课后·分层训练
(时间:30分钟)
知识点1　肺炎链球菌的转化实验",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
340,1.下列关于艾弗里肺炎链球菌的转化实验的叙述，错误的是(　　),"A.该实验是在格里菲思实验的基础上进行的
B.该实验过程中需要进行细菌的培养
C.该实验运用了酶解法和同位素标记法
D.实验过程中，可通过观察菌落的特征来判断是否发生了转化",C,"答案　C
解析　艾弗里肺炎链球菌的转化实验是在格里菲思实验的基础上进行的，A正确；艾弗里肺炎链球菌的转化实验中需要培养肺炎链球菌，B正确；艾弗里肺炎链球菌的转化实验运用了酶解法，但没有运用同位素标记法，C错误；R型细菌在培养基上形成的菌落表面粗糙，S型细菌在培养基上形成的菌落表面光滑，二者的菌落特征不同，故实验过程中可通过观察菌落的特征来判断是否发生了转化，D正确.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
341,2.肺炎链球菌的转化实验是证实DNA可作为遗传物质的最早证据，下列相关叙述错误的是(　　),"A.S型肺炎链球菌可导致小鼠患肺炎，使小鼠并发败血症死亡
B.无荚膜的肺炎链球菌可抵抗吞噬细胞的吞噬，有利于细菌在宿主体内繁殖
C.肺炎链球菌的体内转化实验只能证明加热致死的S型细菌中存在“转化因子”
D.肺炎链球菌的体外转化实验证明了DNA是肺炎链球菌的遗传物质",B,"答案　B
解析　S型肺炎链球菌有致病性，可使人和小鼠患肺炎，小鼠并发败血症死亡，A正确；无荚膜的肺炎链球菌感染人体或动物体后，容易被吞噬细胞吞噬并杀灭，有荚膜的肺炎链球菌可抵抗吞噬细胞的吞噬，有利于细菌在宿主体内生活并繁殖，B错误；肺炎链球菌的体内转化实验证明已经加热致死的S型细菌，含有某种促使R型活细菌转化为S型活细菌的活性物质——转化因子，C正确；肺炎链球菌的体外转化实验证明了DNA是使R型细菌产生稳定遗传变化的物质，D正确.",12,12,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
342,3.下列有关肺炎链球菌转化实验的叙述，正确的是(　　),"A.格里菲思认为已经加热致死的S型细菌中含有转化因子
B.格里菲思的实验表明S型细菌的DNA可以使小鼠死亡
C.艾弗里的实验不能证明蛋白质不是遗传物质
D.艾弗里的实验运用了“加法原理”",A,"答案　A
解析　格里菲思通过4组实验对照得出已经加热致死的S型细菌中含有转化因子，A正确；使小鼠死亡的是S型活细菌，而不是其DNA，B错误；艾弗里的实验可以证明蛋白质不是遗传物质，C错误；艾弗里的实验运用了“减法原理”，D错误.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
343,4.肺炎链球菌转化实验的部分过程如图所示.下列叙述正确的是(　　),"A.S型细菌的菌落是粗糙的，R型细菌的菌落是光滑的
B.S型细菌的DNA经加热后失活，因而注射S型细菌后的小鼠仍存活
C.从病死小鼠中分离得到的肺炎链球菌只有S型细菌而无R型细菌
D.该实验未证明R型细菌转化为S型细菌是由S型细菌的DNA引起的",D,"答案　D
解析　S型细菌的菌落光滑，R型细菌的菌落粗糙，A错误；S型细菌的DNA经加热后变性失活，但温度降低后其活性可恢复，B错误；S型细菌中某种物质可促使部分R型细菌转化为S型细菌，因此从死亡小鼠中分离得到S型细菌和R型细菌，C错误；该实验证明S型细菌中存在某种转化因子，但不能证明转化因子是S型细菌的DNA，D正确.
知识点2　噬菌体侵染细菌实验",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
344,5.在探索遗传物质的过程中，T2噬菌体侵染大肠杆菌的实验发挥了重要作用.下列有关叙述正确的是(　　),"A.T2噬菌体中含有DNA和RNA两种核酸
B.T2噬菌体和大肠杆菌共有的细胞器是核糖体
C.培养基中的32P经大肠杆菌摄取后可出现在T2噬菌体的核酸中
D.T2噬菌体侵染大肠杆菌时，DNA和蛋白质外壳均进入大肠杆菌细胞中",C,"答案　C
解析　T2噬菌体是一种DNA病毒，由蛋白质和DNA组成，无细胞结构，无核糖体等细胞器，A、B错误；T2噬菌体侵染大肠杆菌后，就会在自身遗传物质的作用下，利用大肠杆菌体内的物质来合成自身的组成成分，进行大量增殖，所以培养基中的32P经大肠杆菌摄取后可出现在T2噬菌体的核酸中，C正确；T2噬菌体侵染大肠杆菌时，只有T2噬菌体的DNA进入大肠杆菌的细胞内，蛋白质外壳留在细胞外，D错误.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
345,6.下列有关赫尔希和蔡斯的T2噬菌体侵染大肠杆菌实验的叙述，正确的是(　　),"A.该实验中离心的目的之一是让上清液中析出质量较轻的T2噬菌体
B.T2噬菌体的蛋白质外壳是由大肠杆菌的DNA指导合成的
C.实验中可用15N代替32P标记DNA
D.该实验证明了大肠杆菌的遗传物质是DNA",A,"答案　A
解析　噬菌体侵染细菌实验中，离心的目的是让上清液中析出质量较轻的T2噬菌体颗粒，而离心管的沉淀物中留下被侵染的大肠杆菌，A正确；T2噬菌体的蛋白质外壳是由噬菌体的DNA指导合成的，B错误；DNA和蛋白质中均含有N元素，所以不能用15N代替32P标记DNA，C错误；该实验证明了噬菌体的遗传物质是DNA，D错误.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
346,7.下列有关噬菌体侵染细菌实验的分析，正确的是(　　),"A.实验前需要了解T2噬菌体侵染细菌后引起大肠杆菌裂解的大致时间
B.仅通过分析32P标记的实验组就可判断DNA和蛋白质是否进入了大肠杆菌
C.大肠杆菌裂解后，32P标记组的所有子代T2噬菌体均具有放射性
D.本实验分别研究了DNA和蛋白质在T2噬菌体增殖中的具体作用",A,"答案　A
解析　实验前需要了解T2噬菌体侵染细菌后引起细菌裂解的大致时间，从而确定保温的时间，防止保温时间过长或过短影响实验结果，A正确；32P标记的是T2噬菌体的DNA，因此分析32P标记的实验组只能判断DNA是否进入了细菌中，而不能判断蛋白质是否进入了细菌，B错误；用含32P标记的T2噬菌体侵染未被标记的大肠杆菌，32P标记的DNA能够进入大肠杆菌，利用大肠杆菌体内的物质来合成子代噬菌体的组成成分，进行大量增殖，细菌裂解后，32P标记组只有部分子代T2噬菌体具有放射性，C错误；该实验分别用35S和32P标记T2噬菌体的蛋白质和DNA，研究了在T2噬菌体增殖过程中是DNA还是蛋白质发挥遗传作用，而不是二者的具体作用，D错误.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
347,8.下面是噬菌体侵染细菌实验的部分实验步骤示意图，对此实验的有关叙述正确的是(　　),"A.本实验所使用的被标记的噬菌体是接种在含有35S的培养基中获得的
B.本实验选用噬菌体作实验材料的原因之一是其结构组成中只有蛋白质和DNA
C.实验中采用搅拌和离心等手段是为了把DNA和蛋白质分开再分别检测其放射性
D.在新形成的噬菌体中没有检测到35S，说明噬菌体的遗传物质是DNA而不是蛋白质",B,"答案　B
解析　病毒的繁殖离不开细胞，因此，噬菌体不能在培养基上培养，A错误；噬菌体的结构组成只有蛋白质和DNA，B正确；实验中采用搅拌和离心等手段是为了把细菌和噬菌体的蛋白质外壳分离，C错误；在新形成的噬菌体中没有检测到35S，说明噬菌体侵染细菌时，蛋白质外壳未进入细菌，只有DNA进去了，所以噬菌体的遗传物质是DNA，但不能说明蛋白质不是遗传物质，D错误.
知识点3　DNA是主要的遗传物质",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
348,9.下列有关生物体遗传物质的叙述，错误的是(　　),"A.大肠杆菌的遗传物质主要是DNA
B.酵母菌的遗传物质分布在细胞核和细胞质中
C.烟草花叶病毒的遗传物质不含有硫元素
D.HIV的遗传物质初步水解可产生4种核糖核苷酸",A,"答案　A
解析　大肠杆菌为原核生物，其遗传物质是DNA，A错误；酵母菌是真核生物，其遗传物质是DNA，分布在细胞核和细胞质中，B正确；烟草花叶病毒的遗传物质为RNA，不含有硫元素，C正确；HIV的遗传物质为RNA，初步水解可产生4种核糖核苷酸，D正确.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
349,10.下图为烟草花叶病毒对叶片细胞的感染和病毒重建实验示意图，相关叙述正确的是(　　),"A.对烟草花叶病毒进行降解的步骤需要用蛋白酶
B.图中B型后代的组成是RNA B和蛋白A
C.该实验证明了烟草花叶病毒的遗传物质是RNA
D.证明RNA是主要的遗传物质",C,"答案　C
解析　据题图分析可知，对烟草花叶病毒进行降解获得了蛋白质A、B，因此该过程不能用蛋白酶处理，A错误；图中B型后代的组成是RNA B和蛋白B，B错误；该实验证明了烟草花叶病毒的遗传物质是RNA，C正确，D错误.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
350,11.在格里菲思所做的肺炎链球菌转化实验中，无毒性的R型活细菌与被加热杀死的S型细菌混合后注射到小鼠体内，从小鼠体内分离出了有毒性的S型活细菌.某同学根据上述实验，结合现有生物学知识所做的下列推测中，不合理的是(　　),"A.与R型细菌相比，S型细菌的毒性可能与荚膜多糖有关
B.S型细菌的DNA能够进入R型细菌细胞指导蛋白质的合成
C.加热杀死S型细菌使其蛋白质功能丧失而DNA功能可能不受影响
D.将S型细菌的DNA经DNA酶处理后与R型细菌混合，可以得到S型细菌",D,"答案　D
解析　S型细菌与R型细菌最主要的区别是前者具有多糖类的荚膜，后者不具有多糖类的荚膜，S型细菌有毒，故推测S型细菌的毒性可能与荚膜多糖有关，A正确；加热杀死的S型细菌其蛋白质已经被破坏，而分离出的S型细菌有毒性，即具备活性蛋白，可推出S型细菌的DNA能够进入R型细菌细胞中指导蛋白质的合成，B正确；加热可使蛋白质变性，由实验结果R型活细菌转化为有毒性的S型活细菌可知，S型细菌的遗传物质未受影响，即加热杀死S型细菌使其蛋白质功能丧失而其DNA功能可能不受影响，C正确；S型细菌的DNA经DNA酶处理后，被降解，失去活性，故与R型细菌混合后，无法得到S型细菌，D错误.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
351,12.下图是科研工作者重复“肺炎链球菌转化实验”的步骤，分析有关描述，正确的是(　　),"A.该实验证明起转化作用的物质是DNA
B.1、2、3组为该实验的对照组
C.第4组中加热杀死的S型细菌转化成了R型细菌
D.该实验证明灭活的S型细菌可以复活",B,"答案　B
解析　该实验并未将S型细菌的各组成成分分开研究，因此不能证明起转化作用的是S型细菌的哪一种物质.第4组中加热杀死的S型细菌使R型细菌转化成了S型细菌，而不是加热杀死的S型细菌转化成R型细菌，也不是灭活的S型细菌复活.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
352,"13.根据遗传物质的不同，可将病毒分为两类，如图为这两类病毒的化学组成示意图，其中b、c、d均为大分子物质，请据图回答下列问题:
(1)艾弗里与赫尔希等人选用细菌或病毒作为实验材料，其优点有_________________________________________________________
___________________________________________________________(答出两点).
(2)赫尔希和蔡斯的噬菌体侵染细菌实验中，选用了图中________(填“e类病毒”或“f类病毒”)中的一种.实验过程中，他们用35S、32P分别标记了图中的________(填序号)部位.
(3)为确定某病毒属于e类病毒还是f类病毒，不考虑在宿主细胞内发生碱基之间的相互转换，某实验小组以体外培养的宿主细胞为实验材料，设计了如下实验方案:
组别
实验处理
统计并记录
甲
在含放射性标记的胸腺嘧啶的培养基中培养宿主细胞
分别接种病毒一段时间后，检测子代病毒的放射性
乙
？
上述实验中，乙组应做的处理为________________________________.若________________________________则该病毒为f类病毒.",,(1)个体小，结构简单，易于观察因遗传物质改变导致的结构和功能的变化；繁殖快，短时间内可大量繁殖(答出两点、答案合理即可)　(2)e类病毒　①②(顺序不可颠倒)　(3)在含放射性标记的尿嘧啶的培养基中培养宿主细胞　甲组子代病毒无放射性，而乙组子代病毒有放射性,"答案　(1)个体小，结构简单，易于观察因遗传物质改变导致的结构和功能的变化；繁殖快，短时间内可大量繁殖(答出两点、答案合理即可)　(2)e类病毒　①②(顺序不可颠倒)　(3)在含放射性标记的尿嘧啶的培养基中培养宿主细胞　甲组子代病毒无放射性，而乙组子代病毒有放射性
解析　在探索遗传物质的科学实验中，以细菌和病毒作为实验材料，具有以下优点:个体小，结构简单，细菌是单细胞生物，病毒无细胞结构，只有核酸和蛋白质外壳，易于观察因遗传物质改变导致的结构和功能的变化；繁殖快，细菌20～30 min就可繁殖一代，病毒短时间内可大量增殖.(2)分析题图可知，e类病毒为DNA病毒，f类病毒为RNA病毒.赫尔希和蔡斯选择的T2噬菌体是DNA病毒.他们用35S、32P分别标记蛋白质和DNA，其中35S位于氨基酸的R基中，32P位于脱氧核苷酸的磷酸基团中.(3)为确定某病毒是DNA病毒还是RNA病毒，可在体外培养宿主细胞，其中甲组在含放射性标记的胸腺嘧啶的培养基中培养，乙组在含放射性标记的尿嘧啶的培养基中培养，分别接种病毒一段时间后，检测子代病毒的放射性.若甲组子代病毒无放射性，而乙组子代病毒有放射性，则说明该病毒为RNA病毒；若甲组子代病毒有放射性，而乙组子代病毒无放射性，则说明该病毒为DNA病毒.",3,3,第3章　基因的本质\第1节　DNA是主要的遗传物质.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
353,[例1] 在制作DNA双螺旋结构模型时，如图为两个脱氧核苷酸的模型，○代表磷酸，下列叙述正确的是 (　　),"A.▭可能代表A、T、C、U四种含氮碱基
B.两个○可用别针(代表共价键)连接，以形成DNA的侧链
C.别针(代表共价键)应连接在一个核苷酸的和另一个核苷酸的○上
D.如果两个脱氧核苷酸分别位于链的两侧，则两个模型方向相同",C,"答案　C
解析　本题是制作DNA双螺旋结构模型，碱基▭包含A、T、C、G，没有碱基U，A错误；磷酸二酯键是一个脱氧核苷酸的脱氧核糖与另一个脱氧核苷酸的磷酸脱去1分子水形成的，不是两个脱氧核苷酸的两个磷酸基团形成，B错误；磷酸二酯键是一个脱氧核苷酸的脱氧核糖与另一个脱氧核苷酸的磷酸脱去1分子水形成的，别针(代表共价键)应连接在一个核苷酸的和另一个核苷酸的○上，C正确；DNA分子的两条链是反向平行的，若两个脱氧核苷酸分别位于链的两侧，两个模型方向相反，而不能相同，D错误.",4,4,第3章　基因的本质\第2节　DNA的结构.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
354,[例2] 从分子水平上对生物体具有多样性或特异性的分析，错误的是 (　　),"A.碱基对排列顺序的千变万化，构成了DNA分子的多样性
B.碱基对特定的排列顺序，构成了每一个DNA分子的特异性
C.一个含2 000个碱基的DNA分子，其碱基对可能的排列方式有41 000种
D.人体内控制β­珠蛋白合成的基因由1 700个碱基对组成，其碱基对可能的排列方式有41 700种",D,"答案　D
解析　每种DNA(基因)都有特定的碱基排列顺序，因此β­珠蛋白基因碱基对的排列顺序是一定的.
探究点二　DNA分子中碱基的数量关系
如图DNA分子中一条链为1链，另一条链为2链，请分析回答下列问题:
(1)分析依据　碱基互补配对原则
(2)基本数量关系
A1＝T2、T1＝A2、G1＝C2、C1＝G2.
(3)拓展数量关系
①A1＋T1＝T2＋A2、G1＋C1＝C2＋G2，则(A1＋T1)/(G1＋C1)＝(A2＋T2)/(G2＋C2)＝(A＋T)/(G＋C).
②A1＋G1＝T2＋C2、T1＋C1＝A2＋G2，则(A1＋G1)/(T1＋C1)＝(T2＋C2)/(A2＋G2).
(4)双链DNA分子中碱基相关计算的三个基本规律
①嘌呤碱基总数与嘧啶碱基总数相等，即A＋G＝T＋C.
②互补碱基之和所占比例在任意一条链及整个DNA分子中都相等，即A1＋T1＝A2＋T2＝A＋T＝n%，G1＋C1＝G2＋C2＝G＋C＝m%.
③非互补碱基之和的比值在两条互补链中互为倒数，整个DNA分子中为1，即一条链中(A1＋G1)/(T1＋C1)＝a，互补链中(A2＋G2)/(T2＋C2)＝1/a，整个DNA分子中(A＋G)/(T＋C)＝1.
(5)若某DNA中，A≠T，G≠C，可能的原因是什么？
提示　该DNA不是双链结构，而是单链结构.",4,4,第3章　基因的本质\第2节　DNA的结构.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
355,[例3] 某双链DNA分子含有400个碱基，其中一条链上A∶T∶G∶C＝1∶2∶3∶4.下列表述正确的是(　　),"A.该DNA分子的另一条链上A∶T∶G∶C＝1∶2∶3∶4
B.该DNA分子共有腺嘌呤60个
C.该DNA分子共有鸟嘌呤160个
D.其中一条链中(A＋T)/(G＋C)＝3/7，另一条链中(A＋T)/(G＋C)＝7/3",B,"答案　B
解析　根据碱基互补配对原则，该DNA分子另一条链上A∶T∶G∶C＝2∶1∶4∶3；A＋T占该链碱基总数比例为30%，G＋C占70%，即DNA分子中A＋T占30%，G＋C占70%，共有A＝T＝400×(30%÷2)＝60(个)，G＝C＝400×(70%÷2)＝140(个)；该DNA分子一条链中(A＋T)/(G＋C)＝3/7，则另一条链中(A＋T)/(G＋C)＝3/7.",4,4,第3章　基因的本质\第2节　DNA的结构.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
356,[例4] 从某生物中提取出DNA进行化学分析，发现鸟嘌呤与胞嘧啶之和占全部碱基数的46%，又知该DNA的一条链(H链)所含的碱基中28%是腺嘌呤，则与H链互补的另一条链中腺嘌呤占该链全部碱基数的比例为(　　),"A.26% B.24%
C.14% D.11%",A,"答案　A
解析　明确DNA的两条链中所含碱基数目相同，且整个DNA中A＝T，G＝C，一条链中A、T、G、C的数量分别等于另一条链中T、A、C、G的数量，由此可得出答案.
方法一:假定每条链中有100个碱基，则双链DNA中(G＋C)＝100×2×46%＝92(个)，
所以A＋T＝200－92＝108(个).
所以A补＋TH＝(A＋T)－(AH＋T补)，且AH＝T补＝28(个)，
所以A补＝TH＝[(A＋T)－(AH＋T补)]＝[108－(28＋28)]＝26(个).
即A补占该链全部碱基数的26%.
方法二:(G＋C)占双链DNA的46%，则(A＋T)占双链DNA的54%.
因为A＋T＝2(A补＋T补)，G＋C＝2(G补＋C补)，
所以＝＝
＝54%.
即双链中(A＋T)的百分数等于每条单链中(A＋T)的百分数.
所以A补＝54%－28%＝26%.
解答DNA分子中有关碱基计算题目的“三步曲”
思维导图
晨读必背",4,4,第3章　基因的本质\第2节　DNA的结构.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
357,1.右图表示某同学在制作DNA双螺旋结构模型时，制作 的一条脱氧核苷酸链，下列表述错误的是(　　),"A.能表示一个完整脱氧核苷酸的是图中的a或b
B.图中与每个五碳糖直接相连的碱基只有1个
C.相邻脱氧核苷酸之间通过化学键②连接起来
D.从碱基上看，缺少的碱基是T",A,"答案　A
解析　题图中只有a表示的是一个完整的脱氧核苷酸，A错误；题图中与五碳糖直接相连的碱基只有1个，B正确；②表示的是磷酸二酯键，相邻的脱氧核苷酸通过此键相连接，C正确；脱氧核苷酸中的碱基共有4种，即A、G、C、T，D正确.",4,4,第3章　基因的本质\第2节　DNA的结构.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
358,"1.52
根据上表，可获得的最恰当的结论是(　　)","A.DNA具有特异性
B.DNA具有多样性
C.DNA具有遗传性
D.DNA具有特异性和多样性",D,"答案　D
解析　在双链DNA中，A＝T，G＝C，但(A＋T)/(G＋C)的值因生物种类的不同而不同，每一种生物都有其特定的比值，这就构成了DNA的特异性；不同生物，其比值又不同，这就构成了DNA的多样性.
3.某双链DNA分子中，胞嘧啶(C)占全部碱基的32%，则腺嘌呤(A)占全部碱基的(　　)
A.68% B.34%
C.32% D.18%
答案　D
解析　根据碱基互补配对原则，双链DNA分子中，非互补配对的碱基之和占碱基总数的一半.因此，某双链DNA分子中，胞嘧啶(C)占全部碱基的32%，则腺嘌呤(A)占全部碱基的50%－32%＝18%.
4.在一个DNA分子中，腺嘌呤与胸腺嘧啶之和占全部碱基总数的54%.若其中一条链的胞嘧啶占该链碱基总数的22%，胸腺嘧啶占28%，则另一条链上的胞嘧啶、胸腺嘧啶分别占该链碱基总数的(　　)
A.24%、26% B.22%、28%
C.27%、23% D.20%、30%
答案　A
解析　已知双链DNA分子中，腺嘌呤与胸腺嘧啶之和占全部碱基的54%，即A＋T＝54%，则A＝T＝27%，C＝G＝50%－27%＝23%，又已知一条链上的胞嘧啶占该链碱基总数的22%、胸腺嘧啶占28%，即C1＝22%，T1＝28%，根据碱基互补配对原则，C＝(C1＋C2)÷2，所以C2＝24%，同理T2＝26%.
课后·分层训练
(时间:30分钟)
知识点1　DNA双螺旋结构模型的构建及制作",4,4,第3章　基因的本质\第2节　DNA的结构.doc,,,,,,,word补充习题一套_题目答案知识标注.xlsx
